# Notes : All Entities
# Technology : MassHunter_PROFINDER.IDENTIFIED_COMPOUNDS.New Experiment_2022_Feb_04_14_58_35
# Owner : gxuser
# Created On : Fri Feb 04 14:59:52 MST 2022
Compound	1(raw)	10(raw)	100(raw)	101(raw)	2(raw)	3(raw)	104(raw)	5(raw)	6(raw)	7(raw)	8(raw)	9(raw)	11(raw)	110(raw)	111(raw)	14(raw)	20(raw)	21(raw)	22(raw)	24(raw)	30(raw)	31(raw)	32(raw)	33(raw)	34(raw)	40(raw)	41(raw)	42(raw)	43(raw)	44(raw)	50(raw)	51(raw)	52(raw)	53(raw)	54(raw)	55(raw)	60(raw)	61(raw)	62(raw)	63(raw)	64(raw)	65(raw)	66(raw)	71(raw)	72(raw)	73(raw)	74(raw)	75(raw)	76(raw)	80(raw)	81(raw)	82(raw)	83(raw)	84(raw)	85(raw)	86(raw)	87(raw)	88(raw)	90(raw)	91(raw)	92(raw)	93(raw)	94(raw)	95(raw)	96(raw)	97(raw)	98(raw)	99(raw)	Instrument_QC_5(raw)	Instrument_QC_6(raw)	Batch_1_Instrument_QC_7(raw)	Batch_1_Instrument_QC_8(raw)	Batch_2_Instrument_QC_7(raw)	Batch_2_Instrument_QC_8(raw)	Batch_2_Instrument_QC_9(raw)	Batch_3_Instrument_QC_7(raw)	Batch_3_Instrument_QC_8(raw)	Batch_3_Instrument_QC_9(raw)	Batch_4_Instrument_QC_10(raw)	Batch_4_Instrument_QC_7(raw)	Batch_4_Instrument_QC_8(raw)	Batch_4_Instrument_QC_9(raw)	102(raw)	103(raw)	105(raw)	106(raw)	107(raw)	108(raw)	109(raw)	112(raw)	113(raw)	114(raw)	115(raw)	116(raw)	117(raw)	118(raw)	119(raw)	12(raw)	120(raw)	121(raw)	122(raw)	123(raw)	124(raw)	125(raw)	126(raw)	127(raw)	128(raw)	129(raw)	13(raw)	130(raw)	131(raw)	132(raw)	133(raw)	134(raw)	135(raw)	136(raw)	137(raw)	138(raw)	139(raw)	140(raw)	141(raw)	142(raw)	143(raw)	144(raw)	145(raw)	146(raw)	147(raw)	148(raw)	149(raw)	15(raw)	150(raw)	151(raw)	152(raw)	153(raw)	154(raw)	155(raw)	156(raw)	157(raw)	158(raw)	159(raw)	16(raw)	160(raw)	161(raw)	162(raw)	163(raw)	164(raw)	165(raw)	17(raw)	18(raw)	19(raw)	23(raw)	25(raw)	26(raw)	27(raw)	28(raw)	29(raw)	35(raw)	36(raw)	37(raw)	38(raw)	39(raw)	45(raw)	46(raw)	47(raw)	48(raw)	49(raw)	56(raw)	57(raw)	58(raw)	59(raw)	67(raw)	68(raw)	69(raw)	78(raw)	79(raw)	89(raw)	Batch_1_Instrument_QC_5(raw)	Batch_1_Instrument_QC_6(raw)	Batch_2_Instrument_QC_5(raw)	Batch_2_Instrument_QC_6(raw)	Batch_3_Instrument_QC_5(raw)	Batch_3_Instrument_QC_6(raw)	Batch_4_Instrument_QC_5(raw)	Batch_4_Instrument_QC_6(raw)	Alignment Value	Annotations	CAS Number	ChEBI ID	Compound Name	Formula	HMP ID	Ion Species	KEGG ID	LMP ID	Mass	METLIN ID	PubChem ID	Retention Time
C27H54NO7P	122351.0	161819.0	173701.0	432519.0	74781.0	174248.0	164528.0	197191.0	209626.0	149484.0	68760.0	126527.0	106120.0	98920.0	69042.0	113534.0	173185.0	110986.0	122436.0	168235.0	196808.0	395606.0	112852.0	64061.0	77880.0	157504.0	170450.0	138518.0	109209.0	195794.0	144251.0	225512.0	67431.0	84374.0	112995.0	92631.0	160928.0	188630.0	100821.0	139556.0	470371.0	154102.0	256180.0	69126.0	183262.0	81484.0	130115.0	231639.0	119886.0	209762.0	139758.0	179448.0	107460.0	197305.0	84739.0	198197.0	101520.0	130817.0	92162.0	297168.0	198439.0	163424.0	140850.0	134689.0	112493.0	104181.0	121964.0	185832.0	429608.0	401705.0	461602.0	460376.0	235999.0	453613.0	425545.0	372511.0	423672.0	444569.0	380530.0	400401.0	398782.0	400755.0	186861.0	158394.0	94603.0	101942.0	114951.0	116122.0	81783.0	333357.0	150722.0	273170.0	397989.0	136784.0	156444.0	171579.0	118877.0	104740.0	67267.0	130111.0	144135.0	135552.0	135850.0	108723.0	138080.0	171675.0	132005.0	99449.0	80227.0	110150.0	181890.0	153577.0	196181.0	283921.0	164328.0	135665.0	117551.0	126021.0	122518.0	172981.0	93589.0	130307.0	553840.0	91713.0	98846.0	929983.0	128645.0	110222.0	145778.0	85723.0	51380.0	120381.0	80712.0	190237.0	133481.0	198323.0	310291.0	175549.0	126811.0	81297.0	105660.0	88351.0	73140.0	152163.0	65599.0	50436.0	86050.0	96069.0	112814.0	203878.0	147429.0	83069.0	227009.0	143403.0	89277.0	78665.0	150976.0	90230.0	101543.0	254500.0	174575.0	186442.0	180021.0	92062.0	141966.0	160751.0	344272.0	235640.0	183375.0	121433.0	139874.0	94305.0	116944.0	120332.0	87813.0	97008.0	818289.0	470777.0	401432.0	600708.0	500108.0	444005.0	480665.0	521979.0	C27H54NO7P	C27H54NO7P [ C27 H54 N O7 P, tgt=85.03, overall=85.03, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C27H54NO7P	C27 H54 N O7 P		[M+H]+			535.364			13.417989
C18H30O2	95920.0	119897.0	87872.0	67047.0	40801.0	60236.0	82401.0	54631.0	63732.0	58725.0	76248.0	74648.0	57814.0	74893.0	60719.0	52762.0	42305.0	69982.0	74397.0	50792.0	88037.0	182465.0	85223.0	38611.0	77337.0	108641.0	83414.0	106984.0	33264.0	121147.0	48075.0	61638.0	81072.0	177457.0	174974.0	90844.0	84149.0	93242.0	110325.0	65364.0	27201.0	56474.0	76885.0	84249.0	128063.0	71893.0	54977.0	152044.0	119813.0	161812.0	65604.0	77202.0	122520.0	42044.0	98219.0	75979.0	115440.0	98276.0	109008.0	50091.0	118398.0	19879.0	43644.0	70925.0	59263.0	78053.0	37537.0	48185.0	92320.0	76516.0	77026.0	83431.0	126073.0	117123.0	107018.0	82578.0	76117.0	76399.0	89825.0	65680.0	70257.0	68327.0	121403.0	24304.0	112269.0	119944.0	59828.0	109393.0	62089.0	72324.0	67356.0	25362.0	71330.0	46895.0	47434.0	50900.0	72895.0	56093.0	86816.0	48071.0	69681.0	112562.0	60844.0	77505.0	57994.0	28214.0	66840.0	86753.0	59411.0	29920.0	15365.0	76824.0	53261.0	56779.0	43811.0	40103.0	49581.0	33653.0	53202.0	50001.0	30384.0	32573.0	98743.0	62141.0	40146.0	105606.0	85384.0	70055.0	83804.0	71162.0	94202.0	59115.0	73595.0	102487.0	50743.0	94338.0	116998.0	60420.0	109473.0	89173.0	37803.0	89903.0	43138.0	74109.0	57216.0	96023.0	125289.0	42975.0	59475.0	51764.0	72406.0	77021.0	44455.0	58353.0	28400.0	68511.0	74547.0	35741.0	79014.0	24568.0	20944.0	67116.0	36959.0	62195.0	77559.0	38328.0	81417.0	103988.0	28726.0	73269.0	87352.0	39135.0	133554.0	81491.0	54172.0	82543.0	110185.0	80876.0	228432.0	509560.0	97749.0	94098.0	85203.0	73825.0	C18H30O2	C18H30O2 [ C18 H30 O2, tgt=84.52, overall=84.52, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C18H30O2	C18 H30 O2		[M+H]+			278.2246			14.157979
C6H12O6_4	1492417.0	1461825.0	2738956.0	2093639.0	504729.0	1348618.0	4187901.0	949475.0	937715.0	1849630.0	1471917.0	1659286.0	2105221.0	4152330.0	1373621.0	5668883.0	1570589.0	1803402.0	1728666.0	1372364.0	951192.0	2642177.0	94441.0	102882.0	1963921.0	2068469.0	2575686.0	1019153.0	2493901.0	1671460.0	877924.0	963256.0	2694679.0	458236.0	3490112.0	523683.0	51010.0	358212.0	2225170.0	1605951.0	1405793.0	4932094.0	774568.0	795129.0	1856218.0	1947901.0	2556216.0	1841264.0	613039.0	494480.0	1313509.0	732660.0	2053819.0	3226720.0	2421839.0	497637.0	2627477.0	376250.0	526974.0	609352.0	2712943.0	2267020.0	4128296.0	968429.0	1533906.0	1429008.0	58029.0	1284429.0	844271.0	846484.0	828603.0	842277.0	825596.0	871700.0	844650.0	886119.0	886499.0	884494.0	836949.0	849092.0	856763.0	840749.0	2471357.0	3568532.0	1196562.0	808982.0	240827.0	426851.0	2508863.0	4942679.0	1840359.0	3969686.0	43457.0	2114689.0	2279365.0	1048987.0	123791.0	591031.0	2381374.0	2320342.0	278501.0	6043478.0	27587.0	5248866.0	965639.0	1319522.0	1345098.0	2532393.0	399438.0	129241.0	1596512.0	626654.0	246907.0	1001825.0	2342350.0	1.0	3563055.0	1259259.0	2129916.0	3828631.0	1.0	2340025.0	958208.0	3806688.0	1197611.0	893896.0	6156318.0	915619.0	327785.0	2309972.0	400176.0	2574194.0	970912.0	1112406.0	1.0	83905.0	235226.0	600131.0	2475886.0	444054.0	607767.0	4354314.0	1516574.0	489861.0	986160.0	1.0	1.0	1.0	2281734.0	1153277.0	1874522.0	1538693.0	790759.0	2181614.0	803008.0	2019596.0	1291993.0	588489.0	340539.0	723757.0	1274424.0	631469.0	976552.0	686230.0	88488.0	2677890.0	765076.0	1222639.0	593575.0	1455271.0	2665329.0	1042352.0	1732772.0	987549.0	2283996.0	1393720.0	956320.0	866635.0	855544.0	868075.0	863935.0	904937.0	872306.0	849014.0	C6H12O6_4	C6H12O6_4 [ C6 H12 O6, tgt=87.77, overall=87.77, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C6H12O6_4	C6 H12 O6		[M+H]+			180.0649			7.112012
C18H28O2_2	294644.0	88775.0	196850.0	163631.0	118592.0	90392.0	47230.0	162288.0	131188.0	68907.0	118484.0	109207.0	17641.0	87058.0	108093.0	41223.0	184972.0	133953.0	111953.0	105423.0	79002.0	112274.0	154640.0	158403.0	58539.0	143960.0	140960.0	106583.0	96502.0	422444.0	92211.0	270333.0	189644.0	167754.0	73387.0	66012.0	104103.0	59533.0	91302.0	63018.0	91117.0	38065.0	267869.0	70951.0	115920.0	85460.0	102538.0	771270.0	234316.0	160727.0	25164.0	170994.0	88221.0	116606.0	85665.0	112654.0	92389.0	68514.0	68841.0	109784.0	267143.0	83607.0	64088.0	325566.0	48497.0	252030.0	23299.0	183130.0	88742.0	80956.0	88962.0	95176.0	94450.0	85183.0	83111.0	89477.0	85428.0	78181.0	74488.0	81134.0	81941.0	78274.0	210250.0	264361.0	94702.0	181524.0	82249.0	132322.0	63304.0	260553.0	179050.0	103563.0	57279.0	43967.0	116220.0	59321.0	196416.0	79195.0	106528.0	82311.0	65151.0	77513.0	136529.0	181837.0	162824.0	132006.0	98993.0	79680.0	64407.0	137173.0	302722.0	88845.0	98837.0	127330.0	317983.0	48864.0	109909.0	135052.0	90849.0	252463.0	81854.0	81789.0	161678.0	155698.0	122510.0	103042.0	224513.0	186339.0	113380.0	46887.0	89167.0	152175.0	118931.0	94416.0	94771.0	101102.0	295932.0	17587.0	121612.0	50894.0	80094.0	49001.0	223417.0	57959.0	50627.0	72429.0	84831.0	73272.0	104407.0	69188.0	109026.0	122256.0	69560.0	68199.0	80760.0	63186.0	58136.0	52498.0	62450.0	29027.0	68059.0	238661.0	29613.0	130088.0	108187.0	107915.0	27067.0	251805.0	89354.0	127760.0	217443.0	57846.0	251437.0	141153.0	91671.0	79846.0	95772.0	92809.0	91413.0	96367.0	85720.0	84755.0	85136.0	85483.0	C18H28O2_2	C18H28O2_2 [ C18 H28 O2, tgt=88.93, overall=88.93, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C18H28O2_2	C18 H28 O2		[M+H]+			276.2088			12.829993
C6H12O6_3	6591200.0	7761433.0	1.0354571E7	1.5209318E7	2181031.0	9193844.0	1.6386259E7	5220374.0	3242622.0	6846655.0	4159297.0	1.0418386E7	1.0548688E7	1.6496899E7	4022596.0	1.8874436E7	8813127.0	8281116.0	1.0712891E7	6692553.0	5764929.0	1.2592868E7	686525.0	814277.0	1.0027221E7	9977212.0	1.8014834E7	6793932.0	1.6697022E7	9612205.0	5135674.0	6503886.0	1.0793395E7	2816663.0	1.8496968E7	3512914.0	331818.0	2458002.0	1.3872746E7	7633277.0	6311252.0	1.7560234E7	3919975.0	5284855.0	1.1897887E7	1.3590934E7	1.5370199E7	1.1401438E7	3378526.0	2735666.0	2886472.0	3395303.0	6561919.0	1.813097E7	1.0847633E7	2350349.0	1.0869881E7	1896583.0	3202632.0	3260986.0	1.6904538E7	1.2717045E7	1.686241E7	5845816.0	1.014419E7	7391863.0	483097.0	4981842.0	5647092.0	5705535.0	5983579.0	5947004.0	6017146.0	6083146.0	5992891.0	6039143.0	6109217.0	6135409.0	5696244.0	5760073.0	5689324.0	5871670.0	1.2364523E7	2.0215872E7	4870613.0	3398387.0	1167289.0	1764592.0	1.1087423E7	2.2467432E7	1.1606791E7	2.3142554E7	447154.0	9965821.0	1.2386456E7	5753455.0	642285.0	3475122.0	1.1998847E7	1.1364419E7	1510995.0	2.4289676E7	534325.0	1.2012474E7	5607666.0	6057669.0	7657736.0	1.2989413E7	1687229.0	731345.0	8469745.0	3027424.0	1598801.0	4816705.0	1.0693529E7	26485.0	1.6699166E7	8639863.0	9981947.0	2.5440332E7	334371.0	8801417.0	5860918.0	8566777.0	7046514.0	3632202.0	1.4744643E7	3379861.0	1271637.0	8343764.0	2115577.0	1.4675446E7	5164878.0	6613234.0	413271.0	452184.0	1065027.0	2546945.0	1.5839567E7	2787512.0	2397450.0	1.840422E7	2182443.0	2083796.0	3912771.0	25390.0	214496.0	289720.0	1.4424789E7	4027449.0	1.3046348E7	7176096.0	3331636.0	1.2193884E7	4237996.0	8013196.0	6201580.0	3440866.0	2212004.0	3880599.0	4998844.0	1920100.0	3995001.0	4702161.0	748683.0	1.7084384E7	3558384.0	4407081.0	2401421.0	7163851.0	1.5834372E7	5075883.0	9975151.0	6972356.0	5546437.0	8494010.0	6581861.0	6000078.0	6168711.0	6060356.0	6021758.0	6083248.0	5888987.0	5791780.0	C6H12O6_3	C6H12O6_3 [ C6 H12 O6, tgt=78.59, overall=78.59, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C6H12O6_3	C6 H12 O6		[M+H]+			180.0648			6.999012
C6H12O6_2	5618328.0	7587258.0	6207329.0	1.5117249E7	9505722.0	2965284.0	7612715.0	8223730.0	5098533.0	4521349.0	1.0260242E7	1.1101198E7	2.5615484E7	1.0714425E7	1.6684939E7	7806098.0	2.5175352E7	4345572.0	6999622.0	2.1555216E7	1690149.0	5200282.0	8463559.0	3580949.0	3737532.0	2547751.0	4606002.0	1885384.0	2.6380348E7	6271343.0	5165198.0	1624518.0	3201000.0	9049980.0	1.3569092E7	2822890.0	3069693.0	2490698.0	3611238.0	7476846.0	7549949.0	1.2989755E7	2381868.0	3278553.0	4704573.0	8808961.0	4968080.0	5332868.0	1.2326038E7	7077267.0	5578287.0	6751714.0	2.4200058E7	7431228.0	1.3487473E7	1935134.0	3361988.0	8389343.0	6189574.0	6285713.0	1.3926009E7	1.829114E7	1.3273186E7	2.1540198E7	3321428.0	6200207.0	1.1745778E7	3020015.0	3529458.0	3550903.0	3697600.0	3682436.0	3638012.0	3786253.0	3697053.0	3758091.0	3765818.0	3782942.0	3534844.0	3569398.0	3537005.0	3595458.0	1.4342988E7	5101438.0	1.1066835E7	7279648.0	2444789.0	6650195.0	1.4458892E7	7827325.0	7901086.0	8388617.0	8033551.0	1.3565183E7	7375171.0	9826973.0	4422002.0	3713258.0	1.3844457E7	8220338.0	1.9732804E7	6550862.0	7335681.0	4153089.0	6924846.0	1.5457733E7	1.0724399E7	5436891.0	1841799.0	6540209.0	7687556.0	3178553.0	1.8055368E7	6521116.0	1.1513484E7	686584.0	1.3541429E7	2988301.0	7036494.0	1.4682389E7	5787770.0	4343944.0	3463018.0	2.3968438E7	1.47019E7	7334674.0	1.2883635E7	4759175.0	4100387.0	8699125.0	2686903.0	6717389.0	9013861.0	6329751.0	6053437.0	4768408.0	615920.0	1470564.0	5511266.0	808171.0	1860134.0	6958280.0	1.4271782E7	1875650.0	1.2048237E7	2475906.0	3117019.0	4991271.0	1.2467493E7	3254891.0	7313950.0	9430457.0	1454825.0	3721349.0	6815590.0	3657434.0	2062274.0	3308421.0	709046.0	2601968.0	2.6499334E7	2588554.0	3413924.0	5506304.0	1.5324518E7	4252373.0	1.1445361E7	1917203.0	9145711.0	2271070.0	1.7405884E7	7963218.0	2603908.0	6067856.0	9349218.0	3871796.0	4171898.0	3684922.0	3816907.0	3711300.0	3768726.0	3780015.0	3759494.0	3614368.0	C6H12O6_2	C6H12O6_2 [ C6 H12 O6, tgt=88.86, overall=88.86, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C6H12O6_2	C6 H12 O6		[M+H]+			180.0648			6.7819924
C20H30O2	13725.0	1.0	1.0	1.0	1.0	1.0	1.0	35231.0	1.0	1.0	81933.0	1.0	1.0	1.0	1.0	1.0	11285.0	46640.0	1.0	23749.0	42746.0	1.0	1.0	1.0	15086.0	63470.0	1.0	30642.0	1.0	1.0	46484.0	1.0	61171.0	1.0	1.0	620562.0	1.0	8971.0	1.0	1.0	1.0	14310.0	17573.0	1.0	1.0	43103.0	1.0	1.0	1.0	73086.0	1.0	21722.0	1.0	46186.0	1.0	222163.0	1.0	1.0	1.0	48838.0	1.0	1.0	1.0	1.0	1.0	842988.0	31630.0	319478.0	1.0	20019.0	1.0	14832.0	33697.0	3002.0	1.0	38950.0	1.0	10198.0	1.0	1.0	1.0	1.0	1.0	29771.0	1.0	1.0	1.0	1.0	1.0	143610.0	1.0	1.0	1.0	37380.0	1.0	1.0	111743.0	33778.0	1.0	293021.0	1.0	39508.0	1.0	1.0	1.0	27143.0	1.0	403277.0	45574.0	93706.0	19357.0	59716.0	34265.0	31392.0	1.0	1.0	20382.0	1.0	57525.0	20067.0	1.0	31917.0	9419.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30102.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17637.0	31066.0	1.0	1.0	27986.0	1.0	1.0	15434.0	1.0	1.0	657102.0	1.0	31639.0	1.0	1.0	1.0	1.0	36221.0	1.0	1.0	55628.0	11630.0	170126.0	1.0	16268.0	1.0	17107.0	1.0	1.0	1.0	41571.0	1.0	16963.0	1.0	50367.0	1.0	1.0	51167.0	9569.0	1.0	38517.0	10116.0	37512.0	12366.0	1.0	C20H30O2	C20H30O2 [ C20 H30 O2, tgt=74.02, overall=74.02, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C20H30O2	C20 H30 O2		[M+H]+			302.2246			11.567995
C20H32O2_3	79757.0	130480.0	106863.0	681153.0	70090.0	300179.0	108735.0	87973.0	44305.0	65226.0	86309.0	130769.0	145418.0	69961.0	111776.0	130603.0	72582.0	116847.0	110187.0	63191.0	192835.0	158525.0	165469.0	84575.0	138144.0	234261.0	130918.0	73480.0	80226.0	144353.0	96255.0	116975.0	157226.0	134880.0	142261.0	120584.0	100128.0	203827.0	142808.0	108703.0	180555.0	139967.0	108236.0	96483.0	101179.0	118915.0	107337.0	245495.0	98366.0	168027.0	124720.0	92369.0	118623.0	84190.0	152571.0	126932.0	118759.0	133873.0	100008.0	64095.0	137867.0	60274.0	82521.0	103663.0	115919.0	101327.0	166376.0	57891.0	202259.0	157193.0	161127.0	163306.0	142599.0	156425.0	155252.0	146075.0	151919.0	145249.0	149905.0	126257.0	140574.0	142984.0	156069.0	68223.0	163739.0	179406.0	59201.0	103694.0	59878.0	69930.0	82603.0	142503.0	257315.0	117918.0	95358.0	71177.0	93940.0	80229.0	119210.0	138925.0	197893.0	120865.0	71204.0	130357.0	172975.0	99726.0	134293.0	139917.0	106754.0	120032.0	45300.0	94252.0	123790.0	47764.0	94238.0	108886.0	58834.0	91372.0	102752.0	91926.0	83953.0	118558.0	260983.0	71670.0	98609.0	281822.0	103327.0	101174.0	128234.0	68967.0	103753.0	121731.0	60051.0	111139.0	99730.0	134402.0	157127.0	134350.0	120589.0	80557.0	95287.0	125165.0	97506.0	161427.0	127567.0	113049.0	94785.0	83558.0	62276.0	187237.0	90019.0	69839.0	97374.0	99475.0	93624.0	119312.0	118321.0	100179.0	80451.0	75392.0	58311.0	72507.0	120444.0	65692.0	151850.0	122653.0	203142.0	188393.0	158475.0	125324.0	94539.0	109168.0	116928.0	104677.0	121227.0	117179.0	214397.0	149408.0	172734.0	166609.0	181225.0	145809.0	170992.0	119758.0	C20H32O2_3	C20H32O2_3 [ C20 H32 O2, tgt=87.35, overall=87.35, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C20H32O2_3	C20 H32 O2		[M+H]+			304.2403			14.508033
C6H12O6	682749.0	691139.0	293362.0	208750.0	1009667.0	133745.0	120076.0	258951.0	412461.0	275939.0	274015.0	292395.0	154716.0	210303.0	335762.0	637084.0	275125.0	739206.0	435672.0	494150.0	357727.0	274990.0	278651.0	834060.0	479274.0	227263.0	485724.0	138264.0	316693.0	876676.0	794269.0	347586.0	2192121.0	1385230.0	222990.0	556987.0	166771.0	193232.0	540505.0	172234.0	1224349.0	138009.0	442693.0	146352.0	174002.0	187300.0	546424.0	1268085.0	214900.0	362415.0	182927.0	328552.0	374863.0	122847.0	192053.0	453239.0	172059.0	198827.0	358606.0	185633.0	345708.0	264105.0	542348.0	933147.0	150784.0	622950.0	488037.0	606370.0	214191.0	200328.0	244604.0	234251.0	227560.0	227850.0	237568.0	232097.0	217977.0	235332.0	207717.0	226292.0	210573.0	222387.0	244362.0	1480577.0	193450.0	156705.0	175105.0	409446.0	357604.0	1593071.0	1300217.0	620662.0	157087.0	858506.0	573473.0	391762.0	782245.0	489869.0	810795.0	924079.0	245844.0	826404.0	151193.0	271914.0	292952.0	425877.0	510082.0	191678.0	926916.0	405580.0	580516.0	258609.0	188268.0	287408.0	460507.0	304409.0	362984.0	388557.0	355127.0	919582.0	113473.0	542937.0	376712.0	275393.0	455263.0	288159.0	72798.0	349938.0	316543.0	256247.0	175905.0	409812.0	377110.0	668555.0	385974.0	338250.0	33237.0	65735.0	561406.0	296408.0	308293.0	564294.0	228842.0	331426.0	519117.0	316975.0	318137.0	572295.0	1058805.0	819965.0	214299.0	292583.0	2402644.0	101762.0	520862.0	297312.0	154822.0	24810.0	335642.0	222947.0	380854.0	829332.0	565714.0	179143.0	59096.0	195583.0	332906.0	130304.0	613946.0	112505.0	333641.0	223797.0	122332.0	114281.0	573769.0	67373.0	258467.0	247928.0	240352.0	235236.0	242960.0	240588.0	229203.0	219420.0	C6H12O6	C6H12O6 [ C6 H12 O6, tgt=87.13, overall=87.13, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C6H12O6	C6 H12 O6		[M+H]+			180.0628			6.6649985
C27H44NO7P	1194970.0	1656262.0	2297886.0	1850155.0	952514.0	1713566.0	1831552.0	1765718.0	1924085.0	1025498.0	2226377.0	2130173.0	1900346.0	1826310.0	2442431.0	1569755.0	994553.0	2213677.0	1722243.0	710919.0	1718802.0	4032466.0	2882230.0	1842357.0	1841803.0	2144283.0	1945266.0	1724232.0	1993339.0	4707357.0	1274341.0	1032363.0	2641594.0	1762655.0	1669836.0	1431125.0	2121803.0	2603736.0	1916931.0	1802157.0	1936980.0	2069765.0	1116077.0	1829768.0	2793736.0	1551467.0	1251886.0	5002032.0	1920192.0	2078755.0	3101384.0	1603399.0	1828586.0	1832535.0	1217830.0	2425793.0	2279486.0	2398642.0	1988304.0	1008985.0	3128246.0	1295354.0	2165155.0	3353893.0	1398274.0	1652451.0	2182649.0	1009779.0	1336894.0	1286384.0	1401480.0	1387755.0	1404982.0	1429387.0	1367913.0	1304961.0	1309430.0	1264608.0	1079606.0	1265315.0	1244300.0	1270124.0	2559330.0	1844632.0	1367344.0	1724905.0	801289.0	1478676.0	1512618.0	2334456.0	1205761.0	1085534.0	3011203.0	1741993.0	1215822.0	1067378.0	2562368.0	982517.0	2628080.0	1655484.0	2254380.0	1930861.0	1871884.0	1910063.0	2427137.0	1534232.0	2850285.0	1246852.0	1107572.0	2589795.0	870756.0	2133744.0	2275857.0	1013538.0	2871054.0	2099655.0	1644800.0	1858245.0	1925045.0	2315914.0	1885985.0	1868319.0	3669346.0	1280411.0	767884.0	2256079.0	1687127.0	1343919.0	1819065.0	1282785.0	1147244.0	1640451.0	1483260.0	1971230.0	1833258.0	1852038.0	2388165.0	2809756.0	1226261.0	1326179.0	1015340.0	1315631.0	1661849.0	1179732.0	2276897.0	2176996.0	1859914.0	1768223.0	1577843.0	1797720.0	789704.0	1817926.0	1293425.0	1698860.0	888215.0	1740431.0	2028211.0	1002338.0	1085376.0	1299721.0	1170995.0	753424.0	2342752.0	1622875.0	1964292.0	1874880.0	1826485.0	1871638.0	1753722.0	1517001.0	1134871.0	1947353.0	1517361.0	1752602.0	2047699.0	1696284.0	1528280.0	1341873.0	1466691.0	1444575.0	1423620.0	1341420.0	1355234.0	1293917.0	C27H44NO7P	C27H44NO7P [ C27 H44 N O7 P, tgt=99.24, overall=99.24, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C27H44NO7P	C27 H44 N O7 P		[M+H]+			525.286			11.873019
C18H34O2	359925.0	583111.0	353012.0	231613.0	184260.0	257672.0	373974.0	173598.0	303644.0	271347.0	286204.0	244042.0	230350.0	297588.0	357612.0	230893.0	284495.0	360352.0	360010.0	143581.0	469709.0	664128.0	466620.0	230482.0	412764.0	467053.0	410772.0	349235.0	167977.0	505138.0	232820.0	160415.0	352453.0	332604.0	525643.0	316070.0	258702.0	497612.0	536530.0	318856.0	227760.0	306217.0	426895.0	371825.0	434182.0	382148.0	302066.0	741852.0	421146.0	467997.0	380879.0	320957.0	423749.0	208858.0	501805.0	223427.0	281663.0	440356.0	363464.0	295732.0	743061.0	180254.0	183219.0	355923.0	248871.0	381642.0	139583.0	176510.0	397028.0	300986.0	313762.0	326869.0	306680.0	327694.0	277723.0	261835.0	281430.0	251661.0	243629.0	231551.0	244754.0	252041.0	372892.0	178230.0	628007.0	795112.0	297901.0	473755.0	281458.0	378572.0	350477.0	125005.0	371470.0	181876.0	240159.0	181164.0	333422.0	194002.0	478338.0	273242.0	379126.0	546747.0	265843.0	353719.0	270823.0	198933.0	363813.0	380056.0	345648.0	176545.0	78706.0	289752.0	255241.0	257720.0	174737.0	102000.0	230123.0	186347.0	353368.0	218103.0	178536.0	179942.0	284340.0	280022.0	168226.0	608008.0	202656.0	327176.0	302739.0	321055.0	315448.0	412482.0	350450.0	475055.0	275719.0	376846.0	574943.0	379004.0	510394.0	296783.0	133327.0	295926.0	263161.0	187784.0	295594.0	395754.0	535749.0	204936.0	330934.0	243511.0	212554.0	329833.0	191322.0	283598.0	146230.0	415481.0	325904.0	170047.0	289127.0	128662.0	143849.0	255770.0	181771.0	151601.0	236955.0	287917.0	357162.0	442867.0	202816.0	267548.0	436338.0	245143.0	384907.0	302468.0	228609.0	337881.0	491162.0	333255.0	383062.0	352978.0	356102.0	302891.0	334981.0	236334.0	C18H34O2	C18H34O2 [ C18 H34 O2, tgt=98.78, overall=98.78, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]			C18H34O2	C18 H34 O2		[M+H]+			282.256			14.990984
